,date,days_before,bookings,weather_temp,weather_rain,weather_available,visitors,bookings_increase
1955,2013-05-25,21,1246.0,0.0,0.0,0,4474,2.59
1956,2013-05-26,4,1495.0,19.7,1.0,1,2466,0.65
1957,2013-05-26,7,1284.0,19.7,1.0,1,2466,0.92
1958,2013-05-26,10,1086.0,0.0,0.0,0,2466,1.27
1959,2013-05-26,21,672.0,0.0,0.0,0,2466,2.67
1960,2013-05-27,4,610.0,17.3,1.0,1,1219,1.0
1961,2013-05-27,7,514.0,17.3,1.0,1,1219,1.37
1962,2013-05-27,10,460.0,0.0,0.0,0,1219,1.65
1963,2013-05-27,21,345.0,0.0,0.0,0,1219,2.53
1964,2013-05-28,4,1003.0,20.8,0.0,1,1515,0.51
1965,2013-05-28,7,819.0,20.8,0.0,1,1515,0.85
1966,2013-05-28,10,695.0,0.0,0.0,0,1515,1.18
1967,2013-05-28,21,294.0,0.0,0.0,0,1515,4.16
1968,2013-05-29,4,517.0,14.5,1.0,1,1075,1.08
1969,2013-05-29,7,423.0,14.5,1.0,1,1075,1.54
1970,2013-05-29,10,366.0,0.0,0.0,0,1075,1.94
1971,2013-05-29,21,258.0,0.0,0.0,0,1075,3.16
1972,2013-05-30,4,790.0,20.6,0.0,1,1509,0.91
1973,2013-05-30,7,618.0,20.6,0.0,1,1509,1.44
1974,2013-05-30,10,563.0,0.0,0.0,0,1509,1.68
1975,2013-05-30,21,420.0,0.0,0.0,0,1509,2.59
1976,2013-05-31,4,729.0,22.4,0.0,1,1393,0.91
1977,2013-05-31,7,571.0,22.4,0.0,1,1393,1.44
1978,2013-05-31,10,520.0,0.0,0.0,0,1393,1.68
1979,2013-05-31,21,388.0,0.0,0.0,0,1393,2.59
1980,2013-06-01,4,2020.0,20.6,1.0,1,3859,0.91
1981,2013-06-01,7,1582.0,20.6,1.0,1,3859,1.44
1982,2013-06-01,10,1440.0,0.0,0.0,0,3859,1.68
1983,2013-06-01,21,1075.0,0.0,0.0,0,3859,2.59
1984,2013-06-02,4,1071.0,22.4,0.0,1,2389,1.23
1985,2013-06-02,7,975.0,22.4,0.0,1,2389,1.45
1986,2013-06-02,10,885.0,0.0,0.0,0,2389,1.7
1987,2013-06-02,21,677.0,0.0,0.0,0,2389,2.53
1988,2013-06-03,4,748.0,24.0,0.0,1,1503,1.01
1989,2013-06-03,7,621.0,24.0,0.0,1,1503,1.42
1990,2013-06-03,10,545.0,0.0,0.0,0,1503,1.76
1991,2013-06-03,21,403.0,0.0,0.0,0,1503,2.73
1992,2013-06-04,4,920.0,16.7,0.0,1,1858,1.02
1993,2013-06-04,7,765.0,16.7,0.0,1,1858,1.43
1994,2013-06-04,10,688.0,0.0,0.0,0,1858,1.7
1995,2013-06-04,21,560.0,0.0,0.0,0,1858,2.32
1996,2013-06-05,4,722.0,19.9,0.0,1,1711,1.37
1997,2013-06-05,7,582.0,19.9,0.0,1,1711,1.94
1998,2013-06-05,10,514.0,0.0,0.0,0,1711,2.33
1999,2013-06-05,21,388.0,0.0,0.0,0,1711,3.41
2000,2013-06-06,4,1629.0,23.5,0.0,1,4318,1.65
2001,2013-06-06,7,1186.0,23.5,0.0,1,4318,2.64
2002,2013-06-06,10,984.0,0.0,0.0,0,4318,3.39
2003,2013-06-06,21,709.0,0.0,0.0,0,4318,5.09
2004,2013-06-07,4,3269.0,22.9,0.0,1,6015,0.84
2005,2013-06-07,7,2934.0,22.9,0.0,1,6015,1.05
2006,2013-06-07,10,2615.0,0.0,0.0,0,6015,1.3
2007,2013-06-07,21,2067.0,0.0,0.0,0,6015,1.91
2008,2013-06-08,4,2638.0,21.4,0.0,1,5725,1.17
2009,2013-06-08,7,2457.0,21.4,0.0,1,5725,1.33
2010,2013-06-08,10,2254.0,0.0,0.0,0,5725,1.54
2011,2013-06-08,21,1699.0,0.0,0.0,0,5725,2.37
2012,2013-06-09,4,1214.0,19.0,1.0,1,2526,1.08
2013,2013-06-09,7,1070.0,19.0,1.0,1,2526,1.36
2014,2013-06-09,10,957.0,0.0,0.0,0,2526,1.64
2015,2013-06-09,21,692.0,0.0,0.0,0,2526,2.65
2016,2013-06-10,4,843.0,20.0,1.0,1,1611,0.91
2017,2013-06-10,7,736.0,20.0,1.0,1,1611,1.19
2018,2013-06-10,10,666.0,0.0,0.0,0,1611,1.42
2019,2013-06-10,21,535.0,0.0,0.0,0,1611,2.01
2020,2013-06-11,4,839.0,21.4,0.0,1,1821,1.17
2021,2013-06-11,7,720.0,21.4,0.0,1,1821,1.53
2022,2013-06-11,10,660.0,0.0,0.0,0,1821,1.76
2023,2013-06-11,21,526.0,0.0,0.0,0,1821,2.46
2024,2013-06-12,4,612.0,21.8,0.0,1,1242,1.03
2025,2013-06-12,7,518.0,21.8,0.0,1,1242,1.4
2026,2013-06-12,10,463.0,0.0,0.0,0,1242,1.68
2027,2013-06-12,21,354.0,0.0,0.0,0,1242,2.51
2028,2013-06-13,4,632.0,20.1,1.0,1,1334,1.11
2029,2013-06-13,7,547.0,20.1,1.0,1,1334,1.44
2030,2013-06-13,10,490.0,0.0,0.0,0,1334,1.72
2031,2013-06-13,21,382.0,0.0,0.0,0,1334,2.49
2032,2013-06-14,4,1015.0,18.7,1.0,1,1938,0.91
2033,2013-06-14,7,901.0,18.7,1.0,1,1938,1.15
2034,2013-06-14,10,794.0,0.0,0.0,0,1938,1.44
2035,2013-06-14,21,608.0,0.0,0.0,0,1938,2.19
2036,2013-06-15,4,2648.0,20.1,0.0,1,5746,1.17
2037,2013-06-15,7,2414.0,20.1,0.0,1,5746,1.38
2038,2013-06-15,10,2152.0,0.0,0.0,0,5746,1.67
2039,2013-06-15,21,1720.0,0.0,0.0,0,5746,2.34
2040,2013-06-16,4,2416.0,18.8,1.0,1,3648,0.51
2041,2013-06-16,7,2171.0,18.8,1.0,1,3648,0.68
2042,2013-06-16,10,1983.0,0.0,0.0,0,3648,0.84
2043,2013-06-16,21,1651.0,0.0,0.0,0,3648,1.21
2044,2013-06-17,4,1148.0,22.1,0.0,1,2192,0.91
2045,2013-06-17,7,1001.0,22.1,0.0,1,2192,1.19
2046,2013-06-17,10,921.0,0.0,0.0,0,2192,1.38
2047,2013-06-17,21,716.0,0.0,0.0,0,2192,2.06
2048,2013-06-18,4,1918.0,23.3,0.0,1,2666,0.39
2049,2013-06-18,7,1646.0,23.3,0.0,1,2666,0.62
2050,2013-06-18,10,1498.0,0.0,0.0,0,2666,0.78
2051,2013-06-18,21,1180.0,0.0,0.0,0,2666,1.26
2052,2013-06-19,4,970.0,23.0,1.0,1,2386,1.46
2053,2013-06-19,7,806.0,23.0,1.0,1,2386,1.96
2054,2013-06-19,10,702.0,0.0,0.0,0,2386,2.4
2055,2013-06-19,21,456.0,0.0,0.0,0,2386,4.23
2056,2013-06-20,4,955.0,26.5,0.0,1,1871,0.96
2057,2013-06-20,7,800.0,26.5,0.0,1,1871,1.34
2058,2013-06-20,10,706.0,0.0,0.0,0,1871,1.65
2059,2013-06-20,21,542.0,0.0,0.0,0,1871,2.45
2060,2013-06-21,4,1180.0,22.7,0.0,1,2501,1.12
2061,2013-06-21,7,1025.0,22.7,0.0,1,2501,1.44
2062,2013-06-21,10,896.0,0.0,0.0,0,2501,1.79
2063,2013-06-21,21,687.0,0.0,0.0,0,2501,2.64
2064,2013-06-22,4,1730.0,20.0,0.0,1,3978,1.3
2065,2013-06-22,7,1536.0,20.0,0.0,1,3978,1.59
2066,2013-06-22,10,1344.0,0.0,0.0,0,3978,1.96
2067,2013-06-22,21,906.0,0.0,0.0,0,3978,3.39
2068,2013-06-23,4,1179.0,22.7,1.0,1,2712,1.3
2069,2013-06-23,7,1023.0,22.7,1.0,1,2712,1.65
2070,2013-06-23,10,883.0,0.0,0.0,0,2712,2.07
2071,2013-06-23,21,593.0,0.0,0.0,0,2712,3.57
2072,2013-06-24,4,1515.0,23.2,1.0,1,3212,1.12
2073,2013-06-24,7,1260.0,23.2,1.0,1,3212,1.55
2074,2013-06-24,10,1123.0,0.0,0.0,0,3212,1.86
2075,2013-06-24,21,782.0,0.0,0.0,0,3212,3.11
2076,2013-06-25,4,2295.0,22.0,0.0,1,4568,0.99
2077,2013-06-25,7,1857.0,22.0,0.0,1,4568,1.46
2078,2013-06-25,10,1661.0,0.0,0.0,0,4568,1.75
2079,2013-06-25,21,1168.0,0.0,0.0,0,4568,2.91
2080,2013-06-26,4,1535.0,20.5,1.0,1,2856,0.86
2081,2013-06-26,7,1281.0,20.5,1.0,1,2856,1.23
2082,2013-06-26,10,1156.0,0.0,0.0,0,2856,1.47
2083,2013-06-26,21,814.0,0.0,0.0,0,2856,2.51
2084,2013-06-27,4,2498.0,19.0,0.0,1,4647,0.86
2085,2013-06-27,7,2161.0,19.0,0.0,1,4647,1.15
2086,2013-06-27,10,1969.0,0.0,0.0,0,4647,1.36
2087,2013-06-27,21,1494.0,0.0,0.0,0,4647,2.11
2088,2013-06-28,4,1639.0,20.6,0.0,1,3180,0.94
2089,2013-06-28,7,1459.0,20.6,0.0,1,3180,1.18
2090,2013-06-28,10,1314.0,0.0,0.0,0,3180,1.42
2091,2013-06-28,21,994.0,0.0,0.0,0,3180,2.2
2092,2013-06-29,4,2272.0,19.6,1.0,1,4953,1.18
2093,2013-06-29,7,1973.0,19.6,1.0,1,4953,1.51
2094,2013-06-29,10,1775.0,0.0,0.0,0,4953,1.79
2095,2013-06-29,21,1387.0,0.0,0.0,0,4953,2.57
2096,2013-06-30,4,2054.0,19.3,0.0,1,3841,0.87
2097,2013-06-30,7,1874.0,19.3,0.0,1,3841,1.05
2098,2013-06-30,10,1707.0,0.0,0.0,0,3841,1.25
2099,2013-06-30,21,1285.0,0.0,0.0,0,3841,1.99
2100,2013-07-01,4,2087.0,21.5,0.0,1,4383,1.1
2101,2013-07-01,7,1842.0,21.5,0.0,1,4383,1.38
2102,2013-07-01,10,1667.0,0.0,0.0,0,4383,1.63
2103,2013-07-01,21,1289.0,0.0,0.0,0,4383,2.4
2104,2013-07-02,4,2784.0,17.9,0.0,1,5400,0.94
2105,2013-07-02,7,2389.0,17.9,0.0,1,5400,1.26
2106,2013-07-02,10,2195.0,0.0,0.0,0,5400,1.46
2107,2013-07-02,21,1646.0,0.0,0.0,0,5400,2.28
2108,2013-07-03,4,2936.0,21.2,0.0,1,6077,1.07
2109,2013-07-03,7,2365.0,21.2,0.0,1,6077,1.57
2110,2013-07-03,10,2125.0,0.0,0.0,0,6077,1.86
2111,2013-07-03,21,1447.0,0.0,0.0,0,6077,3.2
2112,2013-07-04,4,1949.0,22.1,0.0,1,4287,1.2
2113,2013-07-04,7,1649.0,22.1,0.0,1,4287,1.6
2114,2013-07-04,10,1439.0,0.0,0.0,0,4287,1.98
2115,2013-07-04,21,1137.0,0.0,0.0,0,4287,2.77
2116,2013-07-05,4,1765.0,21.9,0.0,1,4466,1.53
2117,2013-07-05,7,1499.0,21.9,0.0,1,4466,1.98
2118,2013-07-05,10,1329.0,0.0,0.0,0,4466,2.36
2119,2013-07-05,21,1031.0,0.0,0.0,0,4466,3.33
2120,2013-07-06,4,2345.0,23.2,0.0,1,5862,1.5
2121,2013-07-06,7,2001.0,23.2,0.0,1,5862,1.93
2122,2013-07-06,10,1750.0,0.0,0.0,0,5862,2.35
2123,2013-07-06,21,1363.0,0.0,0.0,0,5862,3.3
2124,2013-07-07,4,2152.0,25.8,0.0,1,4476,1.08
2125,2013-07-07,7,1748.0,25.8,0.0,1,4476,1.56
2126,2013-07-07,10,1538.0,0.0,0.0,0,4476,1.91
2127,2013-07-07,21,1163.0,0.0,0.0,0,4476,2.85
2128,2013-07-08,4,2289.0,21.7,0.0,1,5677,1.48
2129,2013-07-08,7,1820.0,21.7,0.0,1,5677,2.12
2130,2013-07-08,10,1599.0,0.0,0.0,0,5677,2.55
2131,2013-07-08,21,1115.0,0.0,0.0,0,5677,4.09
2132,2013-07-09,4,3095.0,25.8,0.0,1,7056,1.28
2133,2013-07-09,7,2450.0,25.8,0.0,1,7056,1.88
2134,2013-07-09,10,2212.0,0.0,0.0,0,7056,2.19
2135,2013-07-09,21,1568.0,0.0,0.0,0,7056,3.5
2136,2013-07-10,4,1816.0,16.1,1.0,1,4013,1.21
2137,2013-07-10,7,1475.0,16.1,1.0,1,4013,1.72
2138,2013-07-10,10,1299.0,0.0,0.0,0,4013,2.09
2139,2013-07-10,21,1021.0,0.0,0.0,0,4013,2.93
2140,2013-07-11,4,3231.0,20.8,0.0,1,7658,1.37
2141,2013-07-11,7,2745.0,20.8,0.0,1,7658,1.79
2142,2013-07-11,10,2447.0,0.0,0.0,0,7658,2.13
2143,2013-07-11,21,1919.0,0.0,0.0,0,7658,2.99
2144,2013-07-12,4,2780.0,22.4,0.0,1,5393,0.94
2145,2013-07-12,7,2408.0,22.4,0.0,1,5393,1.24
2146,2013-07-12,10,2115.0,0.0,0.0,0,5393,1.55
2147,2013-07-12,21,1670.0,0.0,0.0,0,5393,2.23
2148,2013-07-13,4,2247.0,26.0,0.0,1,5976,1.66
2149,2013-07-13,7,1934.0,26.0,0.0,1,5976,2.09
2150,2013-07-13,10,1674.0,0.0,0.0,0,5976,2.57
2151,2013-07-13,21,1261.0,0.0,0.0,0,5976,3.74
2152,2013-07-14,4,1936.0,21.9,1.0,1,4781,1.47
2153,2013-07-14,7,1615.0,21.9,1.0,1,4781,1.96
2154,2013-07-14,10,1378.0,0.0,0.0,0,4781,2.47
2155,2013-07-14,21,984.0,0.0,0.0,0,4781,3.86
2156,2013-07-15,4,2358.0,20.5,0.0,1,6273,1.66
2157,2013-07-15,7,1901.0,20.5,0.0,1,6273,2.3
2158,2013-07-15,10,1642.0,0.0,0.0,0,6273,2.82
2159,2013-07-15,21,1102.0,0.0,0.0,0,6273,4.69
2160,2013-07-16,4,4354.0,23.3,0.0,1,8447,0.94
2161,2013-07-16,7,3490.0,23.3,0.0,1,8447,1.42
2162,2013-07-16,10,3049.0,0.0,0.0,0,8447,1.77
2163,2013-07-16,21,2081.0,0.0,0.0,0,8447,3.06
2164,2013-07-17,4,3244.0,26.1,0.0,1,7363,1.27
2165,2013-07-17,7,2611.0,26.1,0.0,1,7363,1.82
2166,2013-07-17,10,2280.0,0.0,0.0,0,7363,2.23
2167,2013-07-17,21,1611.0,0.0,0.0,0,7363,3.57
2168,2013-07-18,4,2747.0,25.7,0.0,1,7115,1.59
2169,2013-07-18,7,2252.0,25.7,0.0,1,7115,2.16
2170,2013-07-18,10,2033.0,0.0,0.0,0,7115,2.5
2171,2013-07-18,21,1613.0,0.0,0.0,0,7115,3.41
2172,2013-07-19,4,2846.0,20.7,0.0,1,7000,1.46
2173,2013-07-19,7,2381.0,20.7,0.0,1,7000,1.94
2174,2013-07-19,10,2174.0,0.0,0.0,0,7000,2.22
2175,2013-07-19,21,1763.0,0.0,0.0,0,7000,2.97
2176,2013-07-20,4,2604.0,23.6,0.0,1,6589,1.53
2177,2013-07-20,7,2280.0,23.6,0.0,1,6589,1.89
2178,2013-07-20,10,2059.0,0.0,0.0,0,6589,2.2
2179,2013-07-20,21,1536.0,0.0,0.0,0,6589,3.29
2180,2013-07-21,4,1798.0,24.3,0.0,1,4316,1.4
2181,2013-07-21,7,1564.0,24.3,0.0,1,4316,1.76
2182,2013-07-21,10,1362.0,0.0,0.0,0,4316,2.17
2183,2013-07-21,21,966.0,0.0,0.0,0,4316,3.47
2184,2013-07-22,4,2732.0,22.1,0.0,1,6092,1.23
2185,2013-07-22,7,2240.0,22.1,0.0,1,6092,1.72
2186,2013-07-22,10,1922.0,0.0,0.0,0,6092,2.17
2187,2013-07-22,21,1310.0,0.0,0.0,0,6092,3.65
2188,2013-07-23,4,2919.0,23.2,0.0,1,7969,1.73
2189,2013-07-23,7,2344.0,23.2,0.0,1,7969,2.4
2190,2013-07-23,10,1953.0,0.0,0.0,0,7969,3.08
2191,2013-07-23,21,1372.0,0.0,0.0,0,7969,4.81
2192,2013-07-24,4,3294.0,25.5,0.0,1,8302,1.52
2193,2013-07-24,7,2722.0,25.5,0.0,1,8302,2.05
2194,2013-07-24,10,2413.0,0.0,0.0,0,8302,2.44
2195,2013-07-24,21,1797.0,0.0,0.0,0,8302,3.62
2196,2013-07-25,4,3154.0,27.0,0.0,1,6938,1.2
2197,2013-07-25,7,2721.0,27.0,0.0,1,6938,1.55
2198,2013-07-25,10,2452.0,0.0,0.0,0,6938,1.83
2199,2013-07-25,21,1870.0,0.0,0.0,0,6938,2.71
2200,2013-07-26,4,1833.0,25.5,1.0,1,5059,1.76
2201,2013-07-26,7,1643.0,25.5,1.0,1,5059,2.08
2202,2013-07-26,10,1510.0,0.0,0.0,0,5059,2.35
2203,2013-07-26,21,1174.0,0.0,0.0,0,5059,3.31
2204,2013-07-27,4,2794.0,26.0,0.0,1,6509,1.33
2205,2013-07-27,7,2456.0,26.0,0.0,1,6509,1.65
2206,2013-07-27,10,2229.0,0.0,0.0,0,6509,1.92
2207,2013-07-27,21,1682.0,0.0,0.0,0,6509,2.87
2208,2013-07-28,4,1710.0,25.0,1.0,1,4531,1.65
2209,2013-07-28,7,1425.0,25.0,1.0,1,4531,2.18
2210,2013-07-28,10,1221.0,0.0,0.0,0,4531,2.71
2211,2013-07-28,21,888.0,0.0,0.0,0,4531,4.1
2212,2013-07-29,4,1804.0,25.2,0.0,1,5664,2.14
2213,2013-07-29,7,1430.0,25.2,0.0,1,5664,2.96
2214,2013-07-29,10,1185.0,0.0,0.0,0,5664,3.78
2215,2013-07-29,21,867.0,0.0,0.0,0,5664,5.53
2216,2013-07-30,4,2679.0,18.5,1.0,1,5893,1.2
2217,2013-07-30,7,1951.0,18.5,1.0,1,5893,2.02
2218,2013-07-30,10,1669.0,0.0,0.0,0,5893,2.53
2219,2013-07-30,21,1169.0,0.0,0.0,0,5893,4.04
2220,2013-07-31,4,2588.0,20.0,1.0,1,6574,1.54
2221,2013-07-31,7,1852.0,20.0,1.0,1,6574,2.55
2222,2013-07-31,10,1600.0,0.0,0.0,0,6574,3.11
2223,2013-07-31,21,1168.0,0.0,0.0,0,6574,4.63
2224,2013-08-01,4,2901.0,23.5,0.0,1,8094,1.79
2225,2013-08-01,7,2274.0,23.5,0.0,1,8094,2.56
2226,2013-08-01,10,1994.0,0.0,0.0,0,8094,3.06
2227,2013-08-01,21,1507.0,0.0,0.0,0,8094,4.37
2228,2013-08-02,4,2156.0,26.4,0.0,1,5368,1.49
2229,2013-08-02,7,1789.0,26.4,0.0,1,5368,2.0
2230,2013-08-02,10,1583.0,0.0,0.0,0,5368,2.39
2231,2013-08-02,21,1237.0,0.0,0.0,0,5368,3.34
2232,2013-08-03,4,2234.0,28.5,0.0,1,4780,1.14
2233,2013-08-03,7,1811.0,28.5,0.0,1,4780,1.64
2234,2013-08-03,10,1567.0,0.0,0.0,0,4780,2.05
2235,2013-08-03,21,1192.0,0.0,0.0,0,4780,3.01
2236,2013-08-04,4,1172.0,23.9,0.0,1,3539,2.02
2237,2013-08-04,7,931.0,23.9,0.0,1,3539,2.8
2238,2013-08-04,10,783.0,0.0,0.0,0,3539,3.52
2239,2013-08-04,21,551.0,0.0,0.0,0,3539,5.42
2240,2013-08-05,4,1366.0,26.1,0.0,1,4304,2.15
2241,2013-08-05,7,1006.0,26.1,0.0,1,4304,3.28
2242,2013-08-05,10,829.0,0.0,0.0,0,4304,4.19
2243,2013-08-05,21,597.0,0.0,0.0,0,4304,6.21
2244,2013-08-06,4,2672.0,26.1,0.0,1,6065,1.27
2245,2013-08-06,7,1950.0,26.1,0.0,1,6065,2.11
2246,2013-08-06,10,1699.0,0.0,0.0,0,6065,2.57
2247,2013-08-06,21,1230.0,0.0,0.0,0,6065,3.93
2248,2013-08-07,4,2801.0,24.5,0.0,1,6303,1.25
2249,2013-08-07,7,2204.0,24.5,0.0,1,6303,1.86
2250,2013-08-07,10,1945.0,0.0,0.0,0,6303,2.24
2251,2013-08-07,21,1373.0,0.0,0.0,0,6303,3.59
2252,2013-08-08,4,1657.0,21.4,0.0,1,3480,1.1
2253,2013-08-08,7,1323.0,21.4,0.0,1,3480,1.63
2254,2013-08-08,10,1160.0,0.0,0.0,0,3480,2.0
2255,2013-08-08,21,813.0,0.0,0.0,0,3480,3.28
2256,2013-08-09,4,2357.0,22.6,0.0,1,5468,1.32
2257,2013-08-09,7,1946.0,22.6,0.0,1,5468,1.81
2258,2013-08-09,10,1693.0,0.0,0.0,0,5468,2.23
2259,2013-08-09,21,1314.0,0.0,0.0,0,5468,3.16
2260,2013-08-10,4,2238.0,23.4,1.0,1,5797,1.59
2261,2013-08-10,7,1829.0,23.4,1.0,1,5797,2.17
2262,2013-08-10,10,1522.0,0.0,0.0,0,5797,2.81
2263,2013-08-10,21,1094.0,0.0,0.0,0,5797,4.3
2264,2013-08-11,4,787.0,18.4,1.0,1,2550,2.24
2265,2013-08-11,7,622.0,18.4,1.0,1,2550,3.1
2266,2013-08-11,10,516.0,0.0,0.0,0,2550,3.94
2267,2013-08-11,21,360.0,0.0,0.0,0,2550,6.09
2268,2013-08-12,4,1134.0,18.8,1.0,1,3062,1.7
2269,2013-08-12,7,909.0,18.8,1.0,1,3062,2.37
2270,2013-08-12,10,791.0,0.0,0.0,0,3062,2.87
2271,2013-08-12,21,551.0,0.0,0.0,0,3062,4.56
2272,2013-08-13,4,1466.0,19.2,1.0,1,3562,1.43
2273,2013-08-13,7,1187.0,19.2,1.0,1,3562,2.0
2274,2013-08-13,10,1054.0,0.0,0.0,0,3562,2.38
2275,2013-08-13,21,750.0,0.0,0.0,0,3562,3.75
2276,2013-08-14,4,870.0,20.5,0.0,1,2237,1.57
2277,2013-08-14,7,701.0,20.5,0.0,1,2237,2.19
2278,2013-08-14,10,628.0,0.0,0.0,0,2237,2.56
2279,2013-08-14,21,459.0,0.0,0.0,0,2237,3.87
2280,2013-08-15,4,1751.0,22.3,0.0,1,4028,1.3
2281,2013-08-15,7,1384.0,22.3,0.0,1,4028,1.91
2282,2013-08-15,10,1247.0,0.0,0.0,0,4028,2.23
2283,2013-08-15,21,948.0,0.0,0.0,0,4028,3.25
2284,2013-08-16,4,1286.0,21.1,0.0,1,3035,1.36
2285,2013-08-16,7,1080.0,21.1,0.0,1,3035,1.81
2286,2013-08-16,10,945.0,0.0,0.0,0,3035,2.21
2287,2013-08-16,21,685.0,0.0,0.0,0,3035,3.43
2288,2013-08-17,4,1358.0,20.0,0.0,1,3613,1.66
2289,2013-08-17,7,1177.0,20.0,0.0,1,3613,2.07
2290,2013-08-17,10,1004.0,0.0,0.0,0,3613,2.6
2291,2013-08-17,21,737.0,0.0,0.0,0,3613,3.9
2292,2013-08-18,4,1122.0,21.6,0.0,1,3118,1.78
2293,2013-08-18,7,948.0,21.6,0.0,1,3118,2.29
2294,2013-08-18,10,776.0,0.0,0.0,0,3118,3.02
2295,2013-08-18,21,574.0,0.0,0.0,0,3118,4.43
2296,2013-08-19,4,570.0,20.5,0.0,1,1505,1.64
2297,2013-08-19,7,472.0,20.5,0.0,1,1505,2.19
2298,2013-08-19,10,417.0,0.0,0.0,0,1505,2.61
2299,2013-08-19,21,310.0,0.0,0.0,0,1505,3.85
2300,2013-08-20,4,562.0,21.2,0.0,1,1422,1.53
2301,2013-08-20,7,485.0,21.2,0.0,1,1422,1.93
2302,2013-08-20,10,438.0,0.0,0.0,0,1422,2.25
2303,2013-08-20,21,341.0,0.0,0.0,0,1422,3.17
2304,2013-08-21,4,326.0,20.5,0.0,1,1028,2.15
2305,2013-08-21,7,262.0,20.5,0.0,1,1028,2.93
2306,2013-08-21,10,221.0,0.0,0.0,0,1028,3.66
2307,2013-08-21,21,166.0,0.0,0.0,0,1028,5.21
2308,2013-08-22,4,263.0,21.9,0.0,1,822,2.12
2309,2013-08-22,7,192.0,21.9,0.0,1,822,3.28
2310,2013-08-22,10,164.0,0.0,0.0,0,822,4.01
2311,2013-08-22,21,129.0,0.0,0.0,0,822,5.38
2312,2013-08-23,4,335.0,20.4,0.0,1,1044,2.12
2313,2013-08-23,7,244.0,20.4,0.0,1,1044,3.28
2314,2013-08-23,10,208.0,0.0,0.0,0,1044,4.01
2315,2013-08-23,21,164.0,0.0,0.0,0,1044,5.38
2316,2013-08-24,4,1965.0,19.9,0.0,1,6132,2.12
2317,2013-08-24,7,1433.0,19.9,0.0,1,6132,3.28
2318,2013-08-24,10,1224.0,0.0,0.0,0,6132,4.01
2319,2013-08-24,21,961.0,0.0,0.0,0,6132,5.38
2320,2013-08-25,4,1022.0,21.3,0.0,1,3190,2.12
2321,2013-08-25,7,745.0,21.3,0.0,1,3190,3.28
2322,2013-08-25,10,637.0,0.0,0.0,0,3190,4.01
2323,2013-08-25,21,500.0,0.0,0.0,0,3190,5.38
2324,2013-08-26,4,399.0,22.9,0.0,1,755,0.89
2325,2013-08-26,7,340.0,22.9,0.0,1,755,1.22
2326,2013-08-26,10,303.0,0.0,0.0,0,755,1.49
2327,2013-08-26,21,227.0,0.0,0.0,0,755,2.32
2328,2013-08-27,4,279.0,24.2,0.0,1,875,2.14
2329,2013-08-27,7,210.0,24.2,0.0,1,875,3.17
2330,2013-08-27,10,170.0,0.0,0.0,0,875,4.15
2331,2013-08-27,21,108.0,0.0,0.0,0,875,7.07
2332,2013-08-28,4,527.0,22.4,0.0,1,574,0.09
2333,2013-08-28,7,416.0,22.4,0.0,1,574,0.38
2334,2013-08-28,10,366.0,0.0,0.0,0,574,0.57
2335,2013-08-28,21,286.0,0.0,0.0,0,574,1.01
2336,2013-08-29,4,193.0,18.8,0.0,1,603,2.12
2337,2013-08-29,7,141.0,18.8,0.0,1,603,3.28
2338,2013-08-29,10,120.0,0.0,0.0,0,603,4.01
2339,2013-08-29,21,95.0,0.0,0.0,0,603,5.38
2340,2013-08-30,4,259.0,17.9,1.0,1,808,2.12
2341,2013-08-30,7,189.0,17.9,1.0,1,808,3.28
2342,2013-08-30,10,161.0,0.0,0.0,0,808,4.01
2343,2013-08-30,21,127.0,0.0,0.0,0,808,5.38
2344,2013-08-31,4,1280.0,20.2,0.0,1,3995,2.12
2345,2013-08-31,7,933.0,20.2,0.0,1,3995,3.28
2346,2013-08-31,10,797.0,0.0,0.0,0,3995,4.01
2347,2013-08-31,21,626.0,0.0,0.0,0,3995,5.38
2348,2013-09-01,4,901.0,18.0,1.0,1,2812,2.12
2349,2013-09-01,7,657.0,18.0,1.0,1,2812,3.28
2350,2013-09-01,10,561.0,0.0,0.0,0,2812,4.01
2351,2013-09-01,21,441.0,0.0,0.0,0,2812,5.38
2352,2013-09-07,4,1347.0,23.2,0.0,1,4202,2.12
2353,2013-09-07,7,982.0,23.2,0.0,1,4202,3.28
2354,2013-09-07,10,839.0,0.0,0.0,0,4202,4.01
2355,2013-09-07,21,659.0,0.0,0.0,0,4202,5.38
2356,2013-09-08,4,1006.0,23.3,0.0,1,3138,2.12
2357,2013-09-08,7,733.0,23.3,0.0,1,3138,3.28
2358,2013-09-08,10,626.0,0.0,0.0,0,3138,4.01
2359,2013-09-08,21,492.0,0.0,0.0,0,3138,5.38
2360,2013-09-14,4,1074.0,21.4,0.0,1,3351,2.12
2361,2013-09-14,7,783.0,21.4,0.0,1,3351,3.28
2362,2013-09-14,10,669.0,0.0,0.0,0,3351,4.01
2363,2013-09-14,21,525.0,0.0,0.0,0,3351,5.38
2364,2013-09-15,4,542.0,19.4,0.0,1,1692,2.12
2365,2013-09-15,7,395.0,19.4,0.0,1,1692,3.28
2366,2013-09-15,10,338.0,0.0,0.0,0,1692,4.01
2367,2013-09-15,21,265.0,0.0,0.0,0,1692,5.38
2368,2013-09-21,4,829.0,18.2,0.0,1,2587,2.12
2369,2013-09-21,7,604.0,18.2,0.0,1,2587,3.28
2370,2013-09-21,10,516.0,0.0,0.0,0,2587,4.01
